id;name;Price [CZK];Price without VAT [CZK];Rating;rating_count;availability;"Display size [""]";Display resolution;Panel type;Display type;Aspect Ratio;Display refresh rate [Hz];Luminosity [Nits];Colour coverage and certification;Processor type;AMD processor generation;Processor model number;Number of processor cores;Processor frequency [GHz];Core boost frequency [GHz];TDP [W];Cache processor [MB];CPU features;Size of operational RAM [GB];Memory type;Memory frequency [MHz];Number of installed slots;Total number of slots;Graphics card type;Graphics card brand;Model graphics cards;Operating system;Storage Type;Storage capacity [GB];Drive interfaces;SSD capacity [GB];Number of occupied slots M.2;Slots in total M.2;Equipment;Webcam;USB-C charging;Charging connector;Battery capacity [Wh];Charging power [W];Maximum battery capacity [h];Construction material;Convertibility;Colour;Weight [kg];Data;Graphical output ports;Network;Audio;USB-C;USB 3.2 Gen 1 (USB 3.0);Bluetooth;WiFi;WiFi version;Optical drive;Width [mm];Maximum height [mm];Depth [mm];Keyboard language;Laptop Series;Certification;Extended warranty;Package includes;Country;Special event;Intel processor generation;Graphics card memory [GB];Maximum Graphic Power (TGP) [W];Boost clock [MHz];"Number of occupied slots 2.5""";"Slots in total 2.5""";Number of cells;Thunderbolt / USB 4;USB 3.2 Gen 2;Standby time [h];Lease;Processor model;USB 2.0;Number of free slots;Number of stream processors;GPU Passmark;HDD capacity [GB];Other interfaces;USB 3.2 Gen 2x2;Intel Optane [GB]
21;Lenovo IdeaPad Slim 5 16IAH8 Abyss Blue celokovový (záruka na 3 roky po registraci);19499.0;16115.0;5.0;3.0;In stock > 5 pcs;16.0;1920 × 1200 p× px;IPS;Anti-Glare;16:10;60.0;300.0;['45% NTSC'];Intel Core i5;;Intel Core i5 12450H Alder Lake;8.0;2.0;4.4;45.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support', 'Multi Threading'];16.0;LPDDR5;4.8;0.0;0.0;['Integrated'];Intel;UHD Graphics;['Windows 11 Home'];['SSD'];1000.0;M.2 NVMe PCIe 4.0;1000.0;1.0;1.0;['Memory Card Reader'];1080 p;Can be charged via USB-C;USB-C;75.4;65.0;12.9;['All-metal (unibody)'];Rigid (classic laptop);['Blue'];1.89;USB-C;HDMI, USB-C;;['Combo Audio Jack'];2.0;2.0;Bluetooth v5.1;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;356.0;16.9;251.0;['CZ', 'SK'];Lenovo IdeaPad;['TÜV Low Blue Light', 'Windows 11 compatible'];;['Power adapter'];;Digital student SK;Alder Lake (12th generation);;;;;;;;;;;;;;;;;;;
22;HP 15s-eq2925nc Spruce Blue;14990.0;12388.0;5.0;1.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;;250.0;;AMD Ryzen 5;Zen 2 (4th generation);AMD Ryzen 5 5500U;6.0;2.1;4.0;;8.0;;16.0;DDR4;3.2;2.0;;['Integrated'];AMD Radeon;Graphics;['Windows 11 Home'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Numeric keyboard', 'Memory Card Reader', 'Operating system'];720 p;No charging via USB-C;;41.0;45.0;9.5;['Plastic'];Rigid (classic laptop);['Blue'];1.69;USB-C;HDMI;;['Combo Audio Jack'];1.0;2.0;Bluetooth v5.0;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;358.5;17.9;242.0;['CZ'];;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;3.0;;;;;;;;;;;;;
23;ASUS Vivobook 15 X1504ZA-BQ093W Quiet Blue;14490.0;11975.0;4.8;13.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;250.0;;Intel Core i5;;Intel Core i5 1235U Alder Lake;10.0;1.3;4.4;15.0;10.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;3.2;1.0;1.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Backlit keyboard', 'Numeric keyboard', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;4,5/3,0 mm;42.0;45.0;10.0;['Plastic'];Rigid (classic laptop);['Blue'];1.7;USB-C;HDMI;;['Combo Audio Jack'];1.0;2.0;Bluetooth v4.1;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;359.7;17.9;232.5;['CZ', 'SK'];Asus VivoBook;['MIL-STD-810H'];['Pick-up & Return'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Alder Lake (12th generation);;;;0.0;0.0;3.0;;;;;;1.0;;;;;;;
24;"Macbook Air 13"" M1 Gold CZ 2020";23490.0;19413.0;4.9;48.0;In stock > 5 pcs;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;;;;Apple Silicon;;Apple M1;8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];8.0;;3733.0;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];256.0;NVME;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;50.0;;;['All-metal (unibody)'];Rigid (classic laptop);['Gold'];1.25;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;15.6;212.0;['CZ'];Apple MacBook Air;;;;;;;;;;;;;;;18.0;Yes;M1;;;;;;;;
25;HP 15-fd0901nc Diamond White + Microsoft 365;6990.0;5777.0;4.9;8.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;;Anti-Glare;16:9;60.0;250.0;;Intel N;;Intel Processor N100;4.0;1.0;3.4;6.0;6.0;['Low energy consumption', 'Virtualization Support'];4.0;DDR4;3.2;1.0;;['Integrated'];Intel;UHD Graphics;['Windows 11 S'];['Flash'];128.0;;128.0;;;['Numeric keyboard', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;;41.0;45.0;7.5;['Plastic'];Rigid (classic laptop);['Blue'];1.59;USB-C;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;2.0;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;359.8;18.6;236.0;['CZ', 'SK'];;['Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;;;;;;;3.0;;;;;;;;;;;;;
26;Asus Vivobook 15 OLED X1505ZA-OLED020W Black;15990.0;13215.0;4.5;6.0;In stock;15.6;1920 × 1080 p× px;OLED;Anti-Glare;16:9;;600.0;;Intel Core i5;;Intel Core i5 1235U Alder Lake;10.0;;4.4;55.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;;1.0;1.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Numeric keyboard', 'Fingerprint Reader', 'Operating system'];720 p;No charging via USB-C;4,5/3,0 mm;50.0;65.0;;['Plastic'];Rigid (classic laptop);['Black'];1.7;USB-C;HDMI;;['Combo Audio Jack'];1.0;2.0;Bluetooth v5.1;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;350.0;20.0;300.0;['CZ'];Asus VivoBook;['Windows 11 compatible', 'MIL-STD-810H'];;['Power adapter'];;Digital student SK;Alder Lake (12th generation);;;;;;3.0;;;;;;1.0;;;;;;;
27;Lenovo IdeaPad Duet 3 11IAN8 Abyss Blue + Lenovo Active Stylus;14990.0;12388.0;4.0;3.0;In stock > 5 pcs;11.5;2000 × 1200 p× px;IPS;Glossy;16:10;60.0;400.0;['97', '5% DCI-P3'];Intel N;;Intel Processor N200;4.0;1.0;3.7;6.0;6.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];8.0;LPDDR5;4.8;;0.0;['Integrated'];Intel;UHD Graphics;['Windows 11 Pro'];['SSD'];128.0;eMMC;128.0;1.0;1.0;['Touch display', 'Stylus support', 'Operating system', 'TPM 2.0'];;Can be charged via USB-C;USB-C;35.6;45.0;;['Plastic'];Detachable;['Blue'];1.14;USB-C;USB-C;;['Combo Audio Jack'];2.0;;Bluetooth v5.1;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;271.3;8.95;172.0;['CZ', 'SK'];Lenovo IdeaPad;['TÜV Low Blue Light', 'Windows 11 compatible'];['No extended warranty'];['Keyboard', 'Power adapter', 'Power cable', 'Stylus'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;;;;;;;;;;;;;;;;;;;;
28;Dell Inspiron 15 (3525);11490.0;9496.0;4.8;4.0;In stock;15.6;1920 × 1080 p× px;WVA;Anti-Glare;16:9;120.0;250.0;['45% NTSC'];AMD Ryzen 5;Zen 2 (4th generation);AMD Ryzen 5 5500U;6.0;2.1;4.0;15.0;8.0;['Automatic Overclocking', 'Virtualization Support'];8.0;DDR4;3.2;1.0;2.0;['Integrated'];AMD Radeon;Graphics;['Windows 11 Home'];['SSD'];256.0;PCIe NVMe;256.0;1.0;1.0;['Backlit keyboard', 'Numeric keyboard', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;4.5/2.9mm;41.0;65.0;;;Rigid (classic laptop);['Black'];1.68;;HDMI;;['Combo Audio Jack'];;2.0;Bluetooth v5.0;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;358.5;19.0;235.6;['CZ', 'SK'];Dell Inspiron;['Windows 11 compatible'];['On-site'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;3.0;;;;;;1.0;;;;;;;
29;"Macbook Air 13"" M1 Silver CZ 2020";23490.0;19413.0;4.8;48.0;In stock > 5 pcs;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;;;;Apple Silicon;;Apple M1;8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];8.0;;3733.0;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];256.0;NVME;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;50.0;;;['All-metal (unibody)'];Rigid (classic laptop);['Silver'];1.25;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;15.6;212.0;['CZ'];Apple MacBook Air;;;;;;;;;;;;;;;18.0;Yes;M1;;;;;;;;
30;ASUS Vivobook Go 15 E1504FA-BQ570W Cool Silver;9990.0;8256.0;5.0;1.0;In stock;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;250.0;;AMD Ryzen 3;Zen 2 (4th generation);AMD Ryzen 3 7320U;4.0;2.4;4.1;15.0;4.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;LPDDR5;3.2;;;['Integrated'];AMD Radeon;Graphics;['Windows 11 S'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Numeric keyboard', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;4,5/3,0 mm;42.0;45.0;;['Plastic'];Rigid (classic laptop);['Silver'];1.63;USB-C;HDMI;;['Combo Audio Jack'];1.0;1.0;Bluetooth v5.1;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;360.3;17.9;232.5;['CZ', 'SK'];Asus VivoBook;['MIL-STD-810H'];['Pick-up & Return'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;0.0;0.0;3.0;;;;;;1.0;;;;;;;
31;Lenovo Yoga 7 14ARP8 Storm Grey all-metal + Lenovo active stylus (záruka 3 roky Premium Care On-Site);26790.0;22140.0;4.5;2.0;In stock > 5 pcs;14.0;2880 × 1800 p× px;OLED;Glossy;16:10;90.0;400.0;['100% sRGB', '100% DCI-P3', 'DisplayHDR'];AMD Ryzen 7;;AMD Ryzen 7 7735U;8.0;2.7;4.7;28.0;16.0;['Automatic Overclocking', 'Virtualization Support'];16.0;LPDDR5;6.4;0.0;0.0;['Integrated'];AMD Radeon;680M Graphics;['Windows 11 Home'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Backlit keyboard', 'Touch display', 'Memory Card Reader', 'Stylus support', 'Operating system', 'TPM 2.0', 'Windows Hello'];1080 p;Can be charged via USB-C;USB-C;71.0;65.0;15.5;['All-metal (unibody)'];Reflexive;['Grey'];1.49;USB-C;HDMI, USB-C;;['Combo Audio Jack'];2.0;1.0;Bluetooth v5.1;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;317.87;16.49;222.5;['CZ', 'SK'];Lenovo Yoga;['TÜV Low Blue Light'];['On-site'];['Power adapter', 'Stylus'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;;;;;0.0;0.0;;;;;;;;;;;;;;
32;Lenovo IdeaPad 3 15ITL6 Arctic Grey;12990.0;10736.0;5.0;4.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;300.0;['45% NTSC'];Intel Core i5;;Intel Core i5 1155G7 Tiger Lake;4.0;2.5;4.5;28.0;8.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;3.2;1.0;1.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Backlit keyboard', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;Lenovo Wall Adapter;45.0;65.0;12.0;['Plastic'];Rigid (classic laptop);['Grey'];1.65;USB-C;HDMI;;['Combo Audio Jack'];1.0;1.0;Bluetooth v5.0;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;359.2;19.9;236.5;['CZ', 'SK'];Lenovo IdeaPad;['Windows 11 compatible'];['No extended warranty'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Tiger Lake (11th generation);;;;0.0;0.0;;;;;;;1.0;;;;;;;
33;HP 250 G10 Silver;13490.0;11149.0;4.5;4.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;VA;Anti-Glare;16:9;60.0;250.0;;Intel Core i5;;Intel Core i5 1335U Raptor Lake;10.0;0.9;4.6;15.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;3.2;1.0;1.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Numeric keyboard', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;;;45.0;;;Rigid (classic laptop);['Silver'];1.52;USB-C;HDMI;;['Combo Audio Jack'];1.0;2.0;;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;360.0;18.6;236.0;;;['Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);;;;;;3.0;;;;;;;;;;;;;
34;Lenovo IdeaPad Gaming 3 15IAH7 Onyx Grey (záruka na 3 roky po registraci);19989.0;16520.0;4.0;4.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;120.0;250.0;['45% NTSC'];Intel Core i5;;Intel Core i5 12450H Alder Lake;8.0;1.5;4.4;45.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;3.2;2.0;2.0;['Gaming'];NVIDIA GeForce;RTX 3050;['Without Operating System'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;2.0;['Backlit keyboard', 'Numeric keyboard', 'TPM 2.0'];720 p;Can be charged via USB-C;Lenovo Slim Tip;60.0;170.0;7.7;['Plastic'];Rigid (classic laptop);['Black'];2.31;Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];;2.0;Bluetooth v5.1;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;359.6;21.8;266.4;['CZ', 'SK'];Lenovo IdeaPad Gaming;;['No extended warranty'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);4.0;85.0;1.74;0.0;0.0;;1.0;;;;;;;;;;;;
35;Acer Aspire 3 Pure Silver;11690.0;9661.0;4.4;3.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;;['45% NTSC'];Intel Core i3;;Intel Core i3 1115G4 Tiger Lake;2.0;3.0;4.1;28.0;6.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;;;0.0;['Integrated'];Intel;UHD Graphics;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Numeric keyboard', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;;36.0;45.0;9.5;['Plastic'];Rigid (classic laptop);['Silver'];1.94;;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];;2.0;Bluetooth v5.0;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;363.4;19.9;238.4;['CZ', 'SK'];Acer Aspire;['Windows 11 compatible'];['No extended warranty'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Tiger Lake (11th generation);;;;0.0;1.0;2.0;;;;;;1.0;;;;;;;
36;Acer Aspire 5 Steel Gray kovový;21990.0;18174.0;4.0;1.0;In stock > 5 pcs;15.6;2560 × 1440 p× px;IPS;Anti-Glare;16:9;60.0;300.0;['100% sRGB'];Intel Core i7;;Intel Core i7 12650H Alder Lake;10.0;1.7;4.7;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR4;;2.0;2.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;2.0;['Backlit keyboard', 'Numeric keyboard', 'Fingerprint Reader', 'Operating system', 'TPM 2.0'];720 p;Can be charged via USB-C;USB-C;50.0;90.0;;['Metal', 'Plastic'];Rigid (classic laptop);['Grey'];1.76;USB-C, Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];;3.0;Bluetooth v5.2;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;362.9;17.9;237.8;['CZ', 'SK'];Acer Aspire;['Windows 11 compatible'];['No extended warranty'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);;;;;;3.0;1.0;;;;;;;;;;;;
37;ASUS ExpertBook B2 B2402CBA-EB0229 Star Black metal;11790.0;9744.0;3.0;1.0;In stock;14.0;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;250.0;;Intel Core i3;;Intel Core i3 1215U Alder Lake;6.0;1.2;4.4;15.0;10.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;3.2;1.0;2.0;['Integrated'];Intel;UHD Graphics;['Without Operating System'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Backlit keyboard', 'Fingerprint Reader', 'TrackPoint', 'TPM 2.0', 'Smart card reader'];720 p;Can be charged via USB-C;USB-C;48.0;65.0;;['Metal', 'Plastic'];Rigid (classic laptop);['Black'];1.6;USB-C, Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;1.0;Bluetooth v5.1;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;339.5;20.0;239.9;['CZ', 'SK'];Asus ExpertBook;['MIL-STD-810H'];['Pick-up & Return'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);;;;0.0;1.0;3.0;1.0;;;;;1.0;;;;;;;
38;Lenovo IdeaPad 5 15ABA7 Abyss Blue celokovový (záruka na 3 roky po registraci);14990.0;12388.0;5.0;1.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;300.0;['45% NTSC'];AMD Ryzen 5;;AMD Ryzen 5 5625U;6.0;2.3;4.3;15.0;16.0;['Automatic Overclocking', 'Virtualization Support'];8.0;DDR4;3.2;;;['Integrated'];AMD Radeon;Graphics;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Backlit keyboard', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];1080 p;Can be charged via USB-C;USB-C;57.0;65.0;13.6;;Rigid (classic laptop);['Blue'];1.85;USB-C;HDMI, USB-C;;['Combo Audio Jack'];2.0;2.0;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;356.67;16.9;233.13;['CZ', 'SK'];Lenovo IdeaPad;['TÜV Low Blue Light'];['No extended warranty'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;;;;;0.0;1.0;;;;;;;;;;;;;;
39;Lenovo IdeaPad Gaming 3 15IHU6 Shadow Black  (záruka na 3 roky po registraci);17989.0;14867.0;4.5;4.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;120.0;250.0;['45% NTSC'];Intel Core i5;;Intel Core i5 11320H Tiger Lake;4.0;3.2;4.5;35.0;8.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;3.2;1.0;2.0;['Gaming'];NVIDIA GeForce;RTX 3050;['Without Operating System'];['SSD'];512.0;PCIe NVMe;512.0;1.0;2.0;['Backlit keyboard', 'Numeric keyboard', 'TPM 2.0'];720 p;No charging via USB-C;Lenovo Slim Tip;45.0;170.0;8.0;['Plastic'];Rigid (classic laptop);['Black'];2.25;USB-C;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;2.0;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;359.6;24.2;251.9;['CZ', 'SK'];Lenovo IdeaPad Gaming;['Windows 11 compatible'];['No extended warranty'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Tiger Lake (11th generation);4.0;90.0;1.74;0.0;1.0;;;;;;;;;;;;;;
40;HP 255 G8 Dark Ash;9990.0;8256.0;4.8;11.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Matte;16:9;60.0;250.0;;AMD Ryzen 5;Zen 2 (4th generation);AMD Ryzen 5 5500U;6.0;2.1;4.0;15.0;8.0;['Automatic Overclocking', 'Virtualization Support'];8.0;DDR4;3.2;1.0;2.0;['Integrated'];AMD Radeon;Graphics;['Windows 11 Home'];['SSD'];256.0;PCIe NVMe;256.0;1.0;;['Numeric keyboard', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;;41.0;45.0;10.0;['Plastic'];Rigid (classic laptop);['Black'];1.74;USB-C;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;2.0;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;358.0;19.9;242.0;['CZ', 'SK'];;['Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;;;;;;;3.0;;;;;;;;;;;;;
41;Lenovo ThinkBook 15 G4 IAP metal;17990.0;14868.0;4.7;10.0;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;300.0;['45% NTSC'];Intel Core i5;;Intel Core i5 1235U Alder Lake;10.0;0.9;4.4;55.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;3.2;1.0;1.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;2.0;['Backlit keyboard', 'Numeric keyboard', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'TPM 2.0', 'Windows Hello'];1080 p;Can be charged via USB-C;USB-C;45.0;65.0;8.0;['Metal', 'Plastic'];Rigid (classic laptop);['Grey'];1.7;USB-C, Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;2.0;Bluetooth v5.1;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;357.0;18.9;235.0;['CZ', 'SK'];Lenovo ThinkBook;['TÜV Low Blue Light', 'Windows 11 compatible', 'MIL-STD-810H'];['Extended Warranty'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Alder Lake (12th generation);;;;;;;1.0;;;;;;;;;;;;
42;Microsoft Surface Go 3 128GB 8GB Platinum;14590.0;12058.0;4.8;6.0;In stock > 5 pcs at the partner's;10.51;1920 × 1280 p× px;;Glossy;3:2;;;;Intel Pentium;;Intel Pentium 6500Y Amber Lake Y;2.0;1.1;3.4;5.0;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];8.0;;;;;['Integrated'];Intel;UHD Graphics 615;['Windows 11 S'];['SSD'];128.0;;128.0;;;['Touch display', 'Operating system', 'No stylus'];720 p;Can be charged via USB-C;MS Surface 6-pin;26.8;24.0;11.0;;Detachable;['Silver'];0.54;;;;['Headphone input'];1.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;245.0;8.3;175.0;;Microsoft Surface;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;2.0;;;;;;;;;;;;;
